order_id,customer_id,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_city,review_score,product_id,product_category_name_english,freight_value,price,waktu_untuk_satu_order,lama_pengiriman
order_id 49961,customer_id 49961,2018-04-26 15:11:10,2018-04-27 21:35:13,2018-05-03 16:19:00,2018-05-09 15:28:57,2018-05-30,rio de janeiro,4.0,product_id 21241,sports_leisure,16.32,40.49,312.2963888888889,143.16583333333332
order_id 44248,customer_id 44248,2018-07-15 20:07:51,2018-07-15 20:25:29,2018-07-17 07:02:00,2018-07-23 14:46:44,2018-07-30,sao paulo,5.0,product_id 1344,bed_bath_table,13.98,56.99,186.64805555555554,151.74555555555557
order_id 12663,customer_id 12663,2017-11-25 20:15:32,2017-11-25 20:34:42,2017-11-27 22:32:50,2017-12-29 16:39:54,2017-12-26,porto alegre,1.0,product_id 8056,cool_stuff,21.31,259.6,812.4061111111112,762.1177777777777
order_id 18342,customer_id 18342,2017-04-30 10:36:33,2017-04-30 11:02:30,2017-05-02 11:34:15,2017-05-17 16:46:12,2017-06-02,maceio,1.0,product_id 10053,computers_accessories,20.4,45.0,414.16083333333336,365.19916666666666
order_id 93313,customer_id 93313,2017-08-16 22:14:17,2017-08-17 00:24:36,2017-08-18 10:13:39,2017-08-23 19:22:50,2017-09-08,sao bernardo do campo,5.0,product_id 18712,furniture_decor,12.69,49.09,165.1425,129.15305555555557
order_id 93349,customer_id 93349,2017-05-04 15:27:47,2017-05-09 22:32:38,2017-05-08 15:27:31,2017-05-21 13:32:37,2017-05-25,santo andre,5.0,product_id 7908,sports_leisure,10.96,17.33,406.0805555555556,310.085
order_id 84045,customer_id 84045,2018-08-13 13:36:05,2018-08-13 13:50:23,2018-08-16 15:18:00,2018-08-20 22:04:03,2018-08-21,sorocaba,5.0,product_id 29393,costruction_tools_tools,8.9,105.0,176.4661111111111,102.7675
order_id 59614,customer_id 59614,2018-03-03 16:48:43,2018-03-03 16:55:59,2018-03-08 22:31:26,2018-03-14 14:19:09,2018-03-21,piracicaba,5.0,product_id 1057,garden_tools,13.4,53.9,261.5072222222222,135.79527777777778
order_id 29158,customer_id 29158,2017-12-28 17:45:41,2017-12-28 18:30:48,2018-01-03 18:54:39,2018-01-22 20:07:11,2018-01-30,volta redonda,5.0,product_id 14791,housewares,16.11,42.9,602.3583333333333,457.2088888888889
order_id 45382,customer_id 45382,2018-08-15 09:08:34,2018-08-16 03:26:01,2018-08-23 11:44:00,2018-08-27 15:22:18,2018-09-06,rio de janeiro,5.0,product_id 1525,sports_leisure,15.45,49.9,294.2288888888889,99.63833333333334
order_id 11733,customer_id 11733,2018-02-10 16:50:42,2018-02-16 07:56:27,2018-02-16 22:38:54,2018-02-21 01:26:56,2018-02-26,americana,5.0,product_id 4281,home_construction,9.34,54.4,248.6038888888889,98.80055555555556
order_id 50604,customer_id 50604,2017-05-26 21:43:20,2017-05-26 21:55:16,2017-05-29 09:04:02,2017-06-02 13:12:15,2017-06-20,rio de janeiro,3.0,product_id 1517,telephony,14.1,13.98,159.48194444444445,100.13694444444444
order_id 48814,customer_id 48814,2018-06-01 19:08:41,2018-06-01 19:31:26,2018-06-04 11:38:00,2018-06-15 00:05:57,2018-07-19,campo novo do parecis,3.0,product_id 20893,signaling_and_security,64.69,529.9,316.95444444444445,252.46583333333334
order_id 89386,customer_id 89386,2017-11-19 00:25:06,2017-11-19 02:18:00,2017-11-21 16:21:28,2017-11-27 18:07:08,2017-12-07,rio de janeiro,5.0,product_id 954,watches_gifts,14.1,29.0,209.70055555555555,145.76111111111112
order_id 45227,customer_id 45227,2017-07-17 00:48:22,2017-07-17 01:03:49,2017-07-18 13:32:30,2017-07-20 19:42:52,2017-08-09,lins,4.0,product_id 19883,auto,12.27,110.0,90.90833333333333,54.172777777777775
order_id 48019,customer_id 48019,2017-10-23 18:35:53,2017-10-23 18:49:28,2017-10-25 17:43:58,2017-10-26 14:22:00,2017-11-03,sao bernardo do campo,5.0,product_id 4433,furniture_decor,11.9,99.9,67.76861111111111,20.63388888888889
order_id 78844,customer_id 78844,2017-09-15 13:51:39,2017-09-15 14:10:15,2017-09-19 15:22:12,2017-09-29 20:37:45,2017-10-03,cajati,5.0,product_id 2256,bed_bath_table,11.85,12.9,342.7683333333333,245.25916666666666
order_id 50770,customer_id 50770,2017-03-26 02:46:47,2017-03-28 03:43:41,2017-03-28 12:24:59,2017-04-19 15:53:25,2017-04-18,marica,3.0,product_id 21475,small_appliances,21.8,245.99,589.1105555555556,531.4738888888888
order_id 65741,customer_id 65741,2018-06-08 17:26:46,2018-06-12 04:17:37,2018-06-12 15:51:00,2018-06-15 15:41:26,2018-07-16,sao bernardo do campo,5.0,product_id 25311,sports_leisure,15.23,34.9,166.24444444444444,71.84055555555555
order_id 84133,customer_id 84133,2018-03-21 14:58:45,2018-03-21 15:15:33,2018-03-27 23:18:39,2018-04-11 11:38:47,2018-04-12,Other,3.0,product_id 1879,sports_leisure,19.13,179.0,500.6672222222222,348.3355555555556
order_id 12878,customer_id 12878,2018-04-27 16:58:21,2018-05-01 05:32:46,2018-05-02 14:37:00,2018-05-03 17:17:39,2018-05-11,osasco,2.0,product_id 8154,signaling_and_security,15.38,32.0,144.32166666666666,26.6775
order_id 7693,customer_id 7693,2017-11-11 16:16:37,2017-11-11 16:48:41,2017-11-17 20:58:24,2017-11-24 21:56:46,2017-12-08,belford roxo,5.0,product_id 662,perfumery,14.13,53.99,317.6691666666667,168.97277777777776
order_id 65410,customer_id 65410,2017-04-07 13:50:54,2017-04-07 14:05:16,2017-04-07 14:54:22,2017-04-18 11:38:06,2017-05-10,jaguare,5.0,product_id 2467,sports_leisure,17.88,65.0,261.7866666666667,260.7288888888889
order_id 35281,customer_id 35281,2017-11-23 23:57:11,2017-11-25 23:49:26,2017-11-27 20:24:42,2017-11-29 21:15:07,2017-12-13,Other,5.0,product_id 2780,toys,28.83,120.9,141.29888888888888,48.84027777777778
order_id 92869,customer_id 92869,2017-12-07 15:50:13,2017-12-12 03:58:29,2017-12-13 11:36:50,2017-12-26 20:09:27,2017-12-26,praia grande,5.0,product_id 719,perfumery,7.78,16.9,460.32055555555553,320.5436111111111
order_id 21149,customer_id 21149,2017-11-28 23:04:53,2017-11-28 23:12:31,2017-11-29 20:18:53,2017-12-15 23:29:08,2017-12-26,recife,2.0,product_id 11620,fashion_bags_accessories,17.69,59.0,408.40416666666664,387.17083333333335
order_id 38990,customer_id 38990,2018-08-23 19:02:12,2018-08-23 19:31:36,2018-08-28 15:11:00,2018-08-29 12:09:51,2018-09-03,sao paulo,5.0,product_id 7180,perfumery,8.86,228.0,137.1275,20.980833333333333
order_id 17137,customer_id 17137,2018-01-30 17:55:06,2018-01-30 18:41:00,2018-01-31 20:54:05,2018-02-05 13:46:24,2018-02-22,sao paulo,5.0,product_id 3310,cool_stuff,16.29,122.0,139.855,112.87194444444444
order_id 11996,customer_id 11996,2017-07-13 14:07:48,2017-07-14 14:15:12,2017-07-20 18:34:59,2017-07-26 18:59:48,2017-08-07,correia pinto,5.0,product_id 7743,sports_leisure,15.23,68.0,316.8666666666667,144.41361111111112
order_id 30198,customer_id 30198,2018-04-03 09:47:49,2018-04-04 03:29:24,2018-04-05 23:49:22,2018-04-11 23:48:36,2018-04-19,sorocaba,4.0,product_id 15146,baby,13.14,99.9,206.01305555555555,143.98722222222221
order_id 82509,customer_id 82509,2017-07-12 20:50:34,2017-07-12 21:03:13,2017-07-13 19:43:45,2017-07-19 18:43:31,2017-08-01,promissao,5.0,product_id 282,home_confort,12.13,89.9,165.8825,142.9961111111111
order_id 71276,customer_id 71276,2017-07-03 09:46:24,2017-07-03 09:55:16,2017-07-03 11:32:15,2017-07-11 16:36:47,2017-08-04,caruaru,5.0,product_id 1207,toys,27.52,139.99,198.83972222222224,197.07555555555555
order_id 78091,customer_id 78091,2018-05-14 16:12:13,2018-05-14 16:36:49,2018-05-16 14:33:00,2018-06-06 00:12:53,2018-06-11,belem,1.0,product_id 4750,furniture_decor,31.63,78.0,536.0111111111111,489.6647222222222
order_id 28019,customer_id 28019,2018-08-17 08:51:37,2018-08-17 09:09:46,2018-08-17 12:05:00,2018-08-21 21:33:53,2018-08-30,contagem,3.0,product_id 1352,electronics,15.23,14.89,108.70444444444445,105.48138888888889
order_id 76846,customer_id 76846,2017-09-18 01:02:59,2017-09-18 01:15:09,2017-09-18 20:29:24,2017-09-21 17:28:14,2017-10-05,sao paulo,5.0,product_id 21488,garden_tools,12.01,72.8,88.42083333333333,68.98055555555555
order_id 31712,customer_id 31712,2017-03-16 14:41:46,2017-03-16 14:41:46,2017-03-17 15:34:47,2017-04-05 13:43:51,2017-05-16,hortolandia,3.0,product_id 4177,watches_gifts,10.0,29.0,479.03472222222223,454.1511111111111
order_id 18227,customer_id 18227,2018-08-02 12:06:18,2018-08-02 13:04:24,2018-08-03 12:28:00,2018-08-06 16:13:06,2018-08-08,rio claro,5.0,product_id 10529,computers_accessories,8.43,37.9,100.11333333333333,75.75166666666667
order_id 40224,customer_id 40224,2018-02-08 12:37:45,2018-02-08 12:56:32,2018-02-09 00:16:30,2018-03-01 21:11:03,2018-03-20,porto alegre,5.0,product_id 131,computers_accessories,15.32,80.9,512.555,500.9091666666667
order_id 80986,customer_id 80986,2017-11-15 13:29:29,2017-11-15 13:35:30,2017-11-17 21:22:53,2017-11-22 17:02:46,2017-11-29,sao vicente,5.0,product_id 344,sports_leisure,9.41,84.94,171.5547222222222,115.66472222222222
order_id 85518,customer_id 85518,2017-09-28 11:24:03,2017-09-30 02:36:56,2017-10-02 18:36:02,2017-10-10 15:12:50,2017-11-01,Other,5.0,product_id 1961,housewares,15.12,52.9,291.81305555555554,188.61333333333334
order_id 9560,customer_id 9560,2018-03-23 10:30:52,2018-03-23 10:48:23,2018-03-27 02:28:35,2018-04-09 23:51:25,2018-04-20,salvador,4.0,product_id 6519,auto,28.43,269.0,421.3425,333.38055555555553
order_id 89968,customer_id 89968,2018-08-07 11:06:43,2018-08-07 11:15:23,2018-08-13 14:41:00,2018-08-16 17:48:42,2018-08-15,americana,5.0,product_id 6650,home_appliances,7.87,14.9,222.69972222222222,75.12833333333333
order_id 75314,customer_id 75314,2017-05-06 12:17:56,2017-05-09 09:42:58,2017-05-09 15:39:49,2017-05-12 14:54:42,2017-05-29,atibaia,5.0,product_id 13159,housewares,17.64,169.99,146.61277777777778,71.24805555555555
order_id 36206,customer_id 36206,2018-03-12 11:27:20,2018-03-12 11:49:02,2018-03-13 20:33:05,2018-03-28 18:40:58,2018-04-03,itarare,5.0,product_id 3371,pet_shop,17.26,45.9,391.2272222222222,358.13138888888886
order_id 16150,customer_id 16150,2018-03-19 21:46:23,2018-03-19 22:08:28,2018-03-20 16:51:34,2018-04-03 21:33:10,2018-04-19,paracatu,4.0,product_id 3730,furniture_decor,22.06,16.9,359.77972222222223,340.6933333333333
order_id 19575,customer_id 19575,2018-03-21 15:35:07,2018-03-21 16:15:41,2018-03-23 01:27:58,2018-04-05 20:26:52,2018-04-12,florianopolis,5.0,product_id 296,garden_tools,21.35,53.9,364.8625,330.9816666666667
order_id 66844,customer_id 66844,2018-07-05 10:22:32,2018-07-05 16:33:14,2018-07-06 11:34:00,2018-07-14 01:04:58,2018-08-01,macae,5.0,product_id 3066,bed_bath_table,51.33,149.0,206.7072222222222,181.51611111111112
order_id 31835,customer_id 31835,2018-04-16 07:25:38,2018-04-17 05:55:42,2018-04-17 19:19:12,2018-04-27 18:32:02,2018-05-03,sumare,3.0,product_id 5563,electronics,7.39,13.65,275.1066666666667,239.2138888888889
order_id 50967,customer_id 50967,2018-02-03 12:34:20,2018-02-03 13:20:32,2018-02-05 16:42:17,2018-02-15 00:26:45,2018-03-01,sao paulo,3.0,product_id 10918,bed_bath_table,11.85,48.0,275.87361111111113,223.7411111111111
order_id 73690,customer_id 73690,2018-07-17 09:06:26,2018-07-17 09:21:10,2018-07-18 15:41:00,2018-07-27 20:32:53,2018-08-06,salvador,5.0,product_id 141,garden_tools,47.4,49.9,251.44083333333333,220.8647222222222
order_id 49110,customer_id 49110,2018-06-04 22:49:09,2018-06-04 23:10:42,2018-06-05 13:44:00,2018-06-21 19:32:20,2018-07-05,guarapuava,5.0,product_id 1395,electronics,13.47,18.9,404.71972222222223,389.80555555555554
order_id 17375,customer_id 17375,2017-10-25 12:21:05,2017-10-26 12:14:22,2017-10-27 16:28:36,2017-11-03 16:13:41,2017-11-17,franca,3.0,product_id 4733,bed_bath_table,30.66,99.99,219.87666666666667,167.7513888888889
order_id 60660,customer_id 60660,2018-08-09 10:27:19,2018-08-11 02:35:27,2018-08-20 16:16:00,2018-08-25 14:48:30,2018-09-18,uberlandia,4.0,product_id 4582,computers_accessories,19.99,139.0,388.35305555555556,118.54166666666667
order_id 37482,customer_id 37482,2017-10-10 22:49:27,2017-10-11 22:56:15,2017-10-16 21:22:39,2017-10-26 19:12:26,2017-11-01,rio de janeiro,5.0,product_id 13833,bed_bath_table,21.68,169.9,380.38305555555553,237.82972222222222
order_id 68897,customer_id 68897,2017-11-24 21:13:44,2017-11-28 03:44:45,2017-12-01 21:51:41,2017-12-29 13:12:33,2017-12-15,rio de janeiro,3.0,product_id 1224,garden_tools,17.64,49.0,831.9802777777778,663.3477777777778
order_id 11371,customer_id 11371,2018-08-04 16:48:31,2018-08-07 04:35:14,2018-08-08 14:53:00,2018-08-13 14:12:09,2018-08-15,votorantim,5.0,product_id 7431,toys,24.07,65.0,213.39388888888888,119.31916666666666
order_id 16834,customer_id 16834,2018-04-24 20:44:47,2018-04-24 20:55:46,2018-04-26 12:30:00,2018-04-30 19:02:41,2018-05-04,sao paulo,5.0,product_id 9968,housewares,20.67,89.0,142.29833333333335,102.54472222222222
order_id 1620,customer_id 1620,2018-02-21 10:13:41,2018-02-22 02:08:57,2018-02-27 04:52:37,2018-03-25 14:35:04,2018-03-14,rio de janeiro,1.0,product_id 1441,furniture_decor,17.6,24.9,772.3563888888889,633.7075
order_id 85543,customer_id 85543,2018-03-28 17:53:33,2018-03-30 03:27:03,2018-04-03 02:04:11,2018-04-03 19:58:47,2018-04-10,sao paulo,5.0,product_id 1791,furniture_decor,11.72,89.9,146.0872222222222,17.91
order_id 6877,customer_id 6877,2017-04-04 18:40:10,2017-04-05 02:35:20,2017-04-05 14:48:02,2017-04-17 15:08:01,2017-05-12,guaruja,5.0,product_id 4996,telephony,21.29,119.99,308.46416666666664,288.3330555555556
order_id 29274,customer_id 29274,2017-10-26 22:22:31,2017-10-26 22:35:08,2017-10-31 14:46:06,2017-11-06 22:19:36,2017-11-22,colombo,4.0,product_id 10210,bed_bath_table,17.7,65.0,263.9513888888889,151.55833333333334
order_id 74152,customer_id 74152,2018-01-06 07:36:07,2018-01-06 08:33:03,2018-01-08 14:43:12,2018-01-18 22:26:52,2018-02-08,unai,4.0,product_id 472,electronics,16.79,19.9,302.84583333333336,247.7277777777778
order_id 90372,customer_id 90372,2018-04-27 21:50:44,2018-04-27 22:10:56,2018-05-02 16:17:00,2018-05-09 21:08:50,2018-05-30,Other,5.0,product_id 30658,fashion_bags_accessories,19.95,699.0,287.3016666666667,172.86388888888888
order_id 47620,customer_id 47620,2018-06-28 16:22:24,2018-06-28 16:35:13,2018-07-02 06:19:00,2018-07-11 18:55:55,2018-07-26,salvador,4.0,product_id 20565,health_beauty,17.34,42.41,314.55861111111113,228.61527777777778
order_id 36889,customer_id 36889,2017-12-26 15:29:42,2017-12-28 10:18:26,2018-01-09 19:03:01,2018-01-17 13:51:48,2018-02-19,sao paulo,5.0,product_id 8392,cool_stuff,18.54,131.9,526.3683333333333,186.81305555555556
order_id 64104,customer_id 64104,2017-10-27 00:12:27,2017-10-27 00:26:48,2017-10-31 21:08:30,2017-11-15 09:32:24,2017-11-28,bage,5.0,product_id 21498,bed_bath_table,15.17,59.9,465.3325,348.3983333333333
order_id 37055,customer_id 37055,2018-06-26 10:45:35,2018-06-26 11:19:07,2018-07-05 14:02:00,2018-07-10 18:26:42,2018-07-30,volta redonda,5.0,product_id 11664,home_construction,19.75,79.9,343.6852777777778,124.41166666666666
order_id 30756,customer_id 30756,2017-11-24 11:03:35,2017-11-28 12:55:46,2017-12-06 11:52:14,2017-12-13 12:16:02,2017-12-22,divinopolis,1.0,product_id 15334,agro_industry_and_commerce,24.49,989.1,457.2075,168.39666666666668
order_id 82028,customer_id 82028,2017-11-08 17:38:41,2017-11-09 17:47:53,2017-11-11 16:44:23,2017-11-16 10:21:39,2017-11-22,sao paulo,2.0,product_id 28955,health_beauty,9.42,85.9,184.7161111111111,113.6211111111111
order_id 60505,customer_id 60505,2017-06-20 12:39:46,2017-06-22 02:25:20,2017-06-26 15:33:02,2017-06-30 12:41:24,2017-07-12,castro,1.0,product_id 23995,furniture_decor,167.05,69.9,240.02722222222224,93.13944444444445
order_id 31152,customer_id 31152,2017-10-02 16:40:50,2017-10-02 16:56:38,2017-10-03 23:33:00,2017-10-17 18:17:20,2017-10-25,rio de janeiro,4.0,product_id 11720,computers_accessories,15.1,19.9,361.60833333333335,330.7388888888889
order_id 57877,customer_id 57877,2017-12-03 10:54:57,2017-12-05 04:11:53,2017-12-11 23:12:41,2018-01-22 18:51:43,2017-12-29,rio de janeiro,1.0,product_id 23314,pet_shop,31.31,209.9,1207.9461111111111,1003.6505555555556
order_id 13691,customer_id 13691,2018-03-25 07:57:30,2018-03-27 04:10:25,2018-03-28 20:08:45,2018-03-29 12:29:35,2018-04-06,sao paulo,1.0,product_id 1498,toys,8.88,59.9,100.53472222222223,16.34722222222222
order_id 71830,customer_id 71830,2017-12-18 10:36:07,2017-12-19 09:53:33,2017-12-20 15:42:19,2018-01-03 16:48:19,2018-01-18,rio de janeiro,1.0,product_id 210,watches_gifts,21.32,119.0,390.2033333333333,337.1
order_id 32163,customer_id 32163,2018-01-07 21:18:44,2018-01-07 21:28:32,2018-01-10 00:03:18,2018-01-10 20:18:40,2018-01-24,guarulhos,5.0,product_id 831,bed_bath_table,12.4,99.9,70.99888888888889,20.25611111111111
order_id 2255,customer_id 2255,2018-02-21 10:11:39,2018-02-21 12:06:07,2018-02-26 17:19:29,2018-03-08 16:04:48,2018-04-02,vitoria,5.0,product_id 1963,telephony,27.24,99.9,365.8858333333333,238.7552777777778
order_id 21972,customer_id 21972,2017-11-15 16:26:01,2017-11-17 10:50:54,2017-11-17 20:56:42,2017-12-01 18:38:57,2017-12-11,palmas,4.0,product_id 12096,furniture_decor,25.45,129.0,386.21555555555557,333.70416666666665
order_id 59616,customer_id 59616,2018-02-02 06:58:41,2018-02-02 07:11:48,2018-02-03 13:06:47,2018-02-06 18:52:24,2018-02-20,sao paulo,1.0,product_id 10530,food,9.27,19.49,107.89527777777778,77.76027777777777
order_id 13148,customer_id 13148,2017-07-25 16:39:25,2017-07-25 16:50:19,2017-07-28 20:39:45,2017-07-31 20:32:58,2017-08-09,pocos de caldas,4.0,product_id 8275,drinks,16.25,49.99,147.8925,71.88694444444444
order_id 32091,customer_id 32091,2018-07-28 19:42:23,2018-07-31 04:05:42,2018-07-31 12:19:00,2018-08-06 17:22:25,2018-08-27,santiago,5.0,product_id 15761,furniture_decor,19.61,60.0,213.66722222222222,149.05694444444444
order_id 38028,customer_id 38028,2017-11-26 21:01:19,2017-11-26 21:14:32,2017-11-30 22:49:53,2017-12-19 18:52:20,2017-12-19,aparecida de goiania,4.0,product_id 3853,health_beauty,20.08,84.99,549.8502777777778,452.04083333333335
order_id 63772,customer_id 63772,2018-05-01 18:24:28,2018-05-01 18:35:28,2018-05-02 16:58:00,2018-05-08 16:35:41,2018-06-06,carlos barbosa,4.0,product_id 15833,bed_bath_table,19.97,299.0,166.18694444444444,143.62805555555556
order_id 35370,customer_id 35370,2018-02-27 07:39:20,2018-02-28 09:51:05,2018-03-09 23:48:38,2018-03-12 13:03:26,2018-03-13,indaiatuba,5.0,product_id 16837,health_beauty,10.11,185.6,317.40166666666664,61.24666666666667
order_id 41942,customer_id 41942,2018-05-02 14:49:23,2018-05-02 15:23:00,2018-05-07 06:36:00,2018-05-08 00:12:46,2018-05-14,sao jose dos campos,5.0,product_id 9298,health_beauty,7.39,49.99,129.38972222222222,17.61277777777778
order_id 78226,customer_id 78226,2018-03-30 11:00:34,2018-04-03 05:49:06,2018-04-04 00:18:22,2018-04-12 01:11:51,2018-04-20,curitiba,4.0,product_id 13861,home_appliances,19.77,699.0,302.18805555555554,192.89138888888888
order_id 3342,customer_id 3342,2018-04-02 11:23:53,2018-04-02 11:35:30,2018-04-03 22:38:26,2018-04-10 16:56:36,2018-04-19,brasilia,5.0,product_id 2744,electronics,15.23,30.0,197.54527777777778,162.30277777777778
order_id 73617,customer_id 73617,2017-12-08 15:56:32,2017-12-08 16:11:46,2017-12-11 18:21:51,2017-12-15 03:08:59,2017-12-27,santos,5.0,product_id 27076,baby,7.78,29.39,155.2075,80.78555555555556
order_id 91054,customer_id 91054,2017-01-18 14:56:47,2017-01-24 15:25:11,2017-01-25 10:07:43,2017-01-30 13:13:54,2017-02-14,mogi das cruzes,5.0,product_id 3531,sports_leisure,13.48,128.0,286.28527777777776,123.10305555555556
order_id 62562,customer_id 62562,2018-07-23 10:37:56,2018-07-23 13:24:30,2018-07-24 13:26:00,2018-08-13 23:51:50,2018-08-15,Other,5.0,product_id 18943,bed_bath_table,93.19,263.9,517.2316666666667,490.43055555555554
order_id 10401,customer_id 10401,2017-08-10 13:44:51,2017-08-10 14:04:02,2017-08-17 16:52:37,2017-08-23 18:03:16,2017-09-05,Other,5.0,product_id 6967,toys,16.11,31.99,316.30694444444447,145.1775
order_id 40510,customer_id 40510,2017-05-07 21:24:45,2017-05-09 09:35:38,2017-05-11 09:42:27,2017-05-19 18:08:40,2017-05-29,sao paulo,4.0,product_id 18409,furniture_decor,11.38,89.9,284.7319444444444,200.43694444444444
order_id 85191,customer_id 85191,2018-07-25 12:03:29,2018-07-25 12:15:09,2018-07-26 09:14:00,2018-07-27 15:35:48,2018-08-02,osasco,4.0,product_id 29640,health_beauty,7.48,32.0,51.53861111111111,30.363333333333333
order_id 17537,customer_id 17537,2017-10-24 18:07:14,2017-10-25 02:14:30,2017-10-25 20:14:23,2017-10-31 20:43:31,2017-11-10,rio de janeiro,4.0,product_id 10261,computers_accessories,31.8,149.91,170.60472222222222,144.48555555555555
order_id 17629,customer_id 17629,2018-07-18 20:02:29,2018-07-18 20:10:14,2018-07-19 12:50:00,2018-07-25 12:40:43,2018-08-16,jundiai,4.0,product_id 7185,computers_accessories,13.69,50.2,160.63722222222222,143.84527777777777
order_id 14080,customer_id 14080,2017-11-23 15:10:22,2017-11-25 15:10:57,2017-11-28 23:33:02,2017-12-20 22:58:14,2017-12-22,maceio,4.0,product_id 8713,construction_tools_construction,314.4,1045.0,655.7977777777778,527.42
order_id 72245,customer_id 72245,2017-11-21 10:04:38,2017-11-21 10:31:20,2017-11-22 01:18:24,2017-12-02 00:58:33,2017-12-26,porto velho,5.0,product_id 1376,health_beauty,34.92,160.0,254.8986111111111,239.66916666666665
order_id 72820,customer_id 72820,2018-02-05 19:25:51,2018-02-07 02:52:16,2018-02-08 14:58:24,2018-02-19 20:38:49,2018-03-02,brasilia,5.0,product_id 264,health_beauty,16.02,325.0,337.2161111111111,269.6736111111111
order_id 66937,customer_id 66937,2018-07-22 04:06:21,2018-07-23 11:32:12,2018-07-26 19:28:00,2018-07-31 21:08:37,2018-08-08,brasilia,1.0,product_id 25587,toys,23.23,62.0,233.0377777777778,121.67694444444444
order_id 50883,customer_id 50883,2018-06-03 17:23:48,2018-06-03 17:30:28,2018-06-04 14:37:00,2018-06-05 21:05:09,2018-06-29,sao paulo,5.0,product_id 3811,housewares,11.15,47.2,51.689166666666665,30.469166666666666
order_id 77782,customer_id 77782,2018-02-21 11:21:19,2018-02-21 12:27:59,2018-02-23 22:21:34,2018-02-25 19:43:05,2018-03-07,sao paulo,5.0,product_id 9229,industry_commerce_and_business,14.57,138.0,104.36277777777778,45.35861111111111
order_id 75799,customer_id 75799,2018-02-13 10:20:55,2018-02-15 03:51:08,2018-02-21 10:53:36,2018-03-02 16:18:38,2018-03-13,belo horizonte,5.0,product_id 716,computers_accessories,16.92,67.9,413.96194444444444,221.41722222222222
